x,y,c
0.25999,0.0290804,1
0.643545,-0.369946,5
0.752812,-0.467495,5
0.687204,-0.526138,5
0.595176,-0.216427,4
0.371882,-0.107809,0
0.560064,-0.401614,5
0.451843,-0.170158,2
0.222468,0.102573,1
0.338713,-0.222532,0
0.599293,-0.423942,5
0.585321,-0.471995,5
0.442463,-0.272031,2
0.472399,-0.389951,2
0.512055,-0.397561,2
0.727301,-0.517302,5
0.628121,-0.423907,5
0.372901,-0.246962,2
0.392916,-0.124545,0
0.413913,-0.268997,2
0.417819,-0.286312,2
0.662484,0.005541,11
0.601143,0.150492,6
0.595262,0.0535852,7
0.39085,0.284671,8
0.451525,0.539556,3
0.765235,-0.423687,5
0.467865,-0.149632,2
0.745091,-0.466501,5
0.732266,-0.452326,5
0.679359,-0.423463,5
0.61475,-0.215542,4
0.617756,-0.300398,5
0.450029,-0.223524,2
0.367149,-0.0609889,0
0.560195,-0.161601,4
0.567669,0.0411266,7
0.414748,-0.130653,0
0.461566,-0.197445,2
0.64006,-0.409323,5
0.452133,-0.230052,2
0.547863,-0.272229,2
0.539062,-0.28052,2
0.441059,-0.21191,2
0.444417,-0.257879,2
0.389434,-0.153859,0
0.458858,-0.150704,2
0.526665,-0.266056,2
0.52456,-0.229959,2
0.589087,-0.417862,5
0.696093,-0.419817,5
0.515487,-0.154361,4
0.351693,-0.00462329,7
0.357743,-0.0182005,7
0.421091,-0.0721455,7
0.495356,-0.238862,2
0.394625,-0.237978,2
0.445032,-0.325804,2
0.48541,-0.276852,2
0.533632,-0.285275,2
0.598018,-0.359082,5
0.472378,-0.232677,2
0.413617,-0.165048,0
0.470923,-0.195247,2
0.310898,-0.071844,0
0.383737,-0.123814,0
0.515029,-0.235335,2
0.512577,-0.258893,2
0.531527,-0.237641,2
0.223802,0.0384384,1
0.433531,-0.232465,2
0.513042,-0.209527,2
0.158599,0.0297131,1
0.469919,-0.196288,2
0.458447,-0.150163,2
0.482605,-0.189218,2
0.514876,-0.187547,2
0.285636,-0.0184159,1
0.464465,-0.233199,2
0.437608,-0.152185,0
0.480969,-0.275013,2
0.351164,-0.134974,0
0.72909,0.0302728,11
0.394126,-0.00860056,7
0.23967,0.159155,1
0.271115,0.355249,8
0.327751,-0.168081,0
0.453512,-0.291567,2
0.447142,-0.247344,2
0.224747,0.20143,8
0.29404,-0.173904,0
0.383754,-0.282316,2
0.477308,-0.362078,2
0.379737,0.00687381,7
0.220837,0.0686894,1
0.346523,-0.161899,0
0.464486,-0.265051,2
0.318641,-0.202941,0
0.43586,-0.244205,2
0.297306,0.0164341,1
0.265329,0.209712,8
0.27473,0.0580923,1
0.343826,-0.0250481,0
0.304806,-0.0452829,0
0.345742,0.0871402,1
0.362119,-0.0118613,7
0.195065,0.27259,8
0.368707,-0.0575712,0
0.49858,-0.251065,2
0.364519,0.0105179,7
0.339075,-0.054319,0
0.230873,0.141208,1
0.519647,-0.243533,2
0.303876,0.241329,8
0.53525,-0.200281,2
0.471309,-0.126001,7
0.544126,-0.230647,2
0.664885,0.314282,6
0.427954,-0.0818162,7
0.198938,-0.0619608,1
0.433937,0.0899954,7
0.505911,-0.0737148,7
0.469301,-0.16939,2
0.366679,0.39101,8
0.35237,0.466143,8
0.450526,0.199424,6
0.254582,0.34012,8
0.15897,0.173665,1
0.341847,0.0620883,1
0.469432,0.00642428,7
0.178024,0.477502,8
0.47586,0.276987,6
0.423563,-0.0257499,7
0.440198,-0.00284208,7
0.429992,0.0380728,7
0.39747,0.269525,8
0.459401,0.245634,6
0.490565,0.0963609,7
0.50742,0.24543,6
0.324882,0.0338917,1
0.283109,0.0444319,1
0.444038,-0.203083,2
0.470999,-0.0901333,7
0.270944,0.214094,8
0.477158,-0.251877,2
0.246894,0.0827022,1
0.223053,0.156738,1
0.487795,-0.108968,7
0.318344,-0.200262,0
0.457285,-0.288918,2
0.280604,-0.0519781,0
0.426433,-0.175083,0
0.434649,-0.121386,0
0.237867,0.0144339,1
0.311658,0.014824,1
0.33498,-0.0623409,0
0.475805,-0.236977,2
0.475711,-0.252189,2
0.495554,-0.263459,2
0.448177,-0.204139,2
0.290779,0.0135397,1
0.40221,-0.096075,0
0.311414,-0.0639069,0
0.179257,0.185278,8
0.260563,0.171876,8
0.159261,0.25673,8
0.373228,-0.0116187,7
0.443002,0.505905,6
0.305709,0.101265,1
0.376999,-0.0646143,0
0.295993,-0.107886,0
0.292732,-0.101607,0
0.268451,0.387843,8
0.483492,-0.318727,2
0.203574,-0.00361402,1
0.263759,-0.0641185,0
0.488021,-0.222161,2
0.54964,-0.359331,2
0.492711,-0.271909,2
0.539181,-0.347186,2
0.573092,-0.399446,5
0.113668,0.12393,1
0.183851,0.0321663,1
0.238351,-0.0204098,1
0.529701,-0.305804,2
0.492227,-0.0408311,7
0.353164,0.0965984,7
0.48004,-0.161605,2
0.530319,-0.20598,2
0.200502,0.34457,8
0.73757,0.157802,11
0.203835,0.385969,8
0.272337,0.266552,8
0.637559,0.615929,3
0.372003,0.304685,8
0.465372,0.0388086,7
0.291814,0.0683407,1
0.398634,0.25214,8
0.322283,0.0763893,1
0.430124,0.0169575,7
0.248259,0.0935021,1
0.307745,0.534903,8
0.30921,-0.0602608,0
0.444765,0.0433448,7
0.272799,0.276571,8
0.232829,0.273341,8
0.378121,0.207181,8
0.355706,0.144485,8
0.159518,0.389916,8
0.420418,0.159546,7
0.420719,0.298507,8
0.350977,0.301289,8
0.247,-0.0152385,1
0.314098,0.129978,1
0.243737,0.0373922,1
0.235289,-0.00561863,1
0.451716,0.301107,6
0.339209,0.301294,8
0.316029,0.318187,8
0.206278,0.0437018,1
0.343527,0.115304,1
0.492312,-0.159428,2
0.324553,0.158333,8
0.332028,0.0195411,1
0.518058,0.212232,6
0.361906,0.250065,8
0.264747,0.357967,8
0.768506,-0.461991,5
0.190406,0.111477,1
0.385199,-0.178878,0
0.050768,0.193518,1
0.431798,-0.0658542,7
0.440232,-0.112232,0
0.117045,0.369124,8
0.303853,-0.116695,0
0.351498,-0.210967,0
0.377342,-0.0392314,0
0.215604,0.161528,1
0.12724,0.254793,8
0.112808,0.28504,8
0.177017,0.304575,8
0.169531,0.288161,8
0.286627,0.37185,8
0.173471,0.439224,8
0.174292,0.050906,1
0.440453,-0.299845,2
0.199353,0.104385,1
0.137025,0.232575,8
0.213007,-0.0288332,1
0.175603,0.0959187,1
0.160801,0.222323,8
0.128204,0.218455,8
0.148986,0.206431,8
0.11336,0.271113,8
0.140483,0.108765,1
0.214246,0.0558663,1
0.0859953,0.29844,8
0.143711,0.304908,8
0.255721,0.134174,1
0.143518,0.183708,1
0.269988,0.320607,8
0.0682401,0.3613,8
0.746099,0.437742,3
0.171957,0.115848,1
0.255389,0.228804,8
0.295319,0.087534,1
0.0645475,0.186212,1
0.0792643,0.230482,8
0.0643307,0.226785,8
0.246674,0.00432049,1
0.174672,0.111493,1
0.256943,-0.0240924,1
0.347097,-0.154681,0
0.3427,-0.110573,0
0.337776,-0.145784,0
0.170893,0.268065,8
0.305359,0.457651,8
0.223078,0.110511,1
0.249598,0.121994,1
0.258757,0.0539618,1
0.203638,0.320637,8
0.217125,0.075622,1
0.263441,0.0766646,1
0.287419,0.119249,1
0.177446,0.193329,8
0.17532,0.139461,1
0.217261,-0.0425777,1
0.21796,0.123835,1
0.173257,0.0969711,1
0.291245,0.0137984,1
0.24868,0.0995075,1
0.0977888,0.232253,8
0.161353,-0.0193974,1
0.231081,0.0089196,1
0.193125,-0.0835117,0
0.0448354,0.216492,1
0.195362,0.101013,1
0.21111,-0.0546269,1
0.275411,-0.153624,0
0.0456017,0.082232,1
0.223014,0.0154319,1
0.270035,0.169069,8
0.344721,-0.048838,0
0.119796,0.111897,1
0.34496,-0.0379437,0
0.270435,-0.036223,1
0.335521,-0.0541979,0
0.230422,0.0348997,1
0.250529,0.297827,8
0.206096,0.139355,1
0.278044,0.131762,1
0.27562,0.137404,1
0.24041,0.0542892,1
0.404153,-0.174929,0
0.26514,0.109006,1
0.194622,0.211215,8
0.29583,0.0521384,1
0.361771,-0.0746119,0
0.211145,0.293712,8
0.339925,0.0816916,1
0.755557,0.678712,3
0.279023,0.152739,8
0.289058,0.134807,1
0.382516,0.166971,8
0.224012,0.215436,8
0.135283,0.474528,8
0.290047,0.34043,8
0.180711,0.258247,8
0.16995,0.416791,8
0.188613,0.240758,8
0.484315,0.480199,6
0.52827,0.458262,6
0.445096,0.395898,6
0.420547,0.391006,8
0.305082,0.25589,8
0.71028,0.696518,3
0.282668,0.215296,8
0.829272,0.590671,3
0.18922,0.419246,8
0.200091,0.511469,8
0.227488,0.31757,8
0.172334,-0.0578245,1
0.236714,0.317605,8
0.579762,0.625464,3
0.682211,0.670746,3
0.1187,0.201168,1
0.370229,0.0821144,7
0.383232,0.170456,8
0.285163,0.162621,8
0.200196,-0.0509739,1
0.31543,-0.0144846,1
0.111641,0.108144,1
0.228489,0.0233529,1
0.233669,-0.0996108,0
0.301205,-0.110032,0
0.214388,0.0595756,1
0.236633,0.035063,1
0.259234,-0.102521,0
0.254511,-0.0686261,0
0.282268,-0.073195,0
0.23928,-0.067722,0
0.315473,0.00503716,1
0.268717,0.0260698,1
0.242766,0.0913209,1
0.435058,-0.304916,2
0.388072,-0.26015,2
0.243671,-0.155483,0
0.165706,-0.0462383,1
0.29894,-0.165701,0
0.232615,-0.110119,0
0.233742,-0.084933,0
0.22262,0.0741422,1
0.197733,-0.0211801,1
0.101948,0.0657391,1
0.154279,0.0472987,1
0.100019,0.0212156,1
0.0856574,0.0892428,1
0.196484,0.00560302,1
0.0860969,0.158029,1
0.309978,-0.063879,0
0.261408,0.0306946,1
0.133832,0.0848694,1
0.0698502,0.129636,1
0.232983,-0.126636,0
0.25214,-0.125089,0
0.291049,-0.166385,0
0.27407,-0.180123,0
0.112097,-0.0567907,1
0.109918,0.166494,1
0.308411,-0.0563856,0
0.280345,-0.159675,0
0.174815,0.0975224,1
0.278496,0.103945,1
0.337078,-0.13804,0
0.440033,-0.274434,2
0.334263,-0.0191693,0
0.451196,0.0689529,7
0.259443,-0.0239853,1
0.214483,0.0497593,1
0.166768,0.0635799,1
0.408485,-0.0961514,0
0.0902766,0.126002,1
0.220043,0.205024,8
0.25891,-0.16348,0
0.438954,-0.0956268,7
0.105686,-0.0333155,1
0.199862,-0.0876681,0
0.19922,-0.138427,0
0.193136,-0.100293,0
0.0894861,0.254761,8
-0.0385866,0.0731073,1
0.246796,-0.079004,0
0.36175,-0.161385,0
0.492408,-0.402464,2
0.38432,-0.198453,0
0.336344,-0.260719,0
0.405528,-0.324997,2
0.41459,-0.185135,0
0.145985,0.0348496,1
0.340002,-0.232855,0
0.420946,-0.407357,2
0.411673,-0.30775,2
0.419936,0.114225,7
0.422194,-0.310768,2
0.349897,-0.318681,2
0.46724,-0.346425,2
0.116078,0.0342063,1
0.282839,0.0530442,1
0.492247,-0.282794,2
0.388138,-0.0296241,7
0.379748,0.00417854,7
0.307982,0.183171,8
0.157896,0.239312,8
0.252376,0.0363375,1
0.216773,0.058896,1
0.205369,0.0369616,1
0.145631,0.0946529,1
0.52193,0.425544,6
0.196346,0.196326,8
0.36538,-0.17968,0
0.227634,-0.0141775,1
0.248613,0.0504183,1
0.145122,0.0192168,1
0.139511,-0.0221157,1
0.231464,-0.170031,0
0.441719,-0.336643,2
0.313892,-0.315935,2
0.266419,-0.106749,0
0.196101,-0.0613571,1
0.0800544,0.0618434,1
0.174508,0.0275356,1
0.139127,-0.0774431,1
0.204648,-0.0904476,0
0.0602484,0.0363632,1
0.107824,-0.0311779,1
0.142129,0.00939113,1
0.239375,-0.0603412,0
0.101793,0.0153079,1
0.152461,0.222219,8
0.24947,-0.00478796,1
0.250071,-0.180151,0
0.285599,0.0303441,1
0.166295,-0.070845,1
0.409261,0.157388,7
0.213366,0.047423,1
0.94146,0.37473,10
0.431177,-0.0734882,7
0.193354,0.0839372,1
0.206622,-0.0752109,0
0.324059,-0.204372,0
0.312215,0.0186086,1
0.144209,0.0735215,1
0.773031,-0.0354435,11
0.212142,-0.00275566,1
0.330607,-0.144718,0
0.229975,0.184815,8
0.421603,-0.174542,0
0.450749,0.021241,7
0.243932,0.135859,1
0.389054,0.00863459,7
0.607731,0.106622,7
0.450483,0.105086,7
0.423076,0.183555,8
0.404225,0.0843236,7
0.1346,0.213351,8
0.102001,0.161102,1
0.231398,0.0980896,1
0.109308,0.283569,8
0.106101,0.162262,1
0.0514782,0.14857,1
0.16921,0.110707,1
0.136111,0.146458,1
0.431217,0.331178,8
0.45448,0.213969,6
0.265503,0.0404017,1
0.544296,0.496564,3
0.38688,0.376728,8
0.130426,0.114422,1
0.215983,0.427496,8
0.199159,0.341277,8
0.124667,0.326217,8
0.276354,0.0575734,1
0.266965,-0.244268,0
0.417896,-0.273743,2
0.403451,-0.0801904,0
0.396266,-0.147782,0
0.175169,0.194392,8
0.248629,0.0479284,1
0.292556,0.0252183,1
0.435332,0.263623,6
0.362133,0.382359,8
0.31918,0.0330564,1
0.230809,-0.0521525,1
0.861135,0.374372,10
0.55491,0.609269,3
0.440407,-0.0495161,7
0.328039,0.0573596,1
0.247874,0.0288443,1
0.448577,0.51672,6
0.528076,0.521897,3
0.379929,0.271465,8
0.19641,0.101223,1
0.206034,-0.0194543,1
0.1484,0.0612388,1
0.108954,0.129082,1
0.148011,0.13434,1
0.13375,0.118786,1
0.0718367,0.109964,1
0.167945,0.118838,1
0.144274,0.0884066,1
0.211439,0.355339,8
0.168934,0.221283,8
0.30377,-0.167997,0
0.379981,-0.350597,2
0.337605,-0.107478,0
0.106138,0.110896,1
0.205812,0.0166407,1
0.315933,-0.168429,0
0.269276,-0.144629,0
0.330134,-0.228837,0
0.465477,-0.382171,2
0.365223,-0.242223,2
0.21776,-0.102671,0
0.317552,-0.273935,0
0.29483,-0.215942,0
0.37377,-0.264514,2
0.201977,-0.0278716,1
0.329876,-0.10453,0
0.248955,-0.12093,0
0.0837529,-0.0160491,1
0.31149,-0.140264,0
0.284705,-0.0438321,0
0.449077,-0.311129,2
0.577367,0.291658,6
0.521244,0.701712,3
0.12146,-0.0525217,1
0.214696,-0.0579844,1
0.260799,-0.183908,0
0.228766,-0.142327,0
0.117971,-0.0395834,1
0.1955,-0.0850528,0
0.228832,-0.204174,0
0.16619,-0.0918527,0
0.286522,-0.19361,0
0.311374,-0.00104928,1
0.102542,0.0388954,1
0.196143,-0.0799043,0
0.173898,-0.141044,0
0.130456,-0.184151,0
0.264241,-0.127059,0
0.188249,-0.0516448,1
0.205543,-0.087168,0
0.381684,-0.195686,0
0.190756,-0.181521,0
0.20857,-0.0983483,0
0.173703,-0.0283765,1
0.223145,-0.150295,0
0.296563,-0.276066,0
0.384933,-0.308641,2
0.169679,-0.0963343,0
0.197956,-0.0307088,1
0.374669,-0.227148,0
0.556672,-0.0232135,7
0.31442,-0.163792,0
0.223927,-0.169313,0
0.551348,-0.168039,4
0.614261,-0.215131,4
0.608676,-0.230666,4
0.658357,-0.311668,5
0.683586,-0.361652,5
0.792858,-0.407367,5
0.631696,-0.314813,5
0.672301,-0.324897,5
0.718794,-0.387153,5
0.81096,-0.372528,5
0.538374,-0.370897,2
0.591806,-0.416612,5
0.611264,-0.343026,5
0.707267,-0.50561,5
0.684288,-0.554283,5
0.674733,-0.433074,5
0.660608,-0.556443,5
0.643679,-0.585856,5
0.236058,-0.157976,0
0.768761,-0.472863,5
0.131211,0.136564,1
0.292393,-0.0342086,0
0.117015,0.0396702,1
0.719563,-0.522345,5
0.589508,-0.372143,5
0.65906,-0.421412,5
0.797626,-0.44922,5
0.634706,-0.510113,5
0.466576,-0.367755,2
0.58331,-0.29942,2
0.653754,-0.439247,5
0.510899,-0.321612,2
0.836268,-0.401664,5
0.726412,-0.429978,5
0.748129,-0.466647,5
0.880606,-0.338432,12
0.89559,-0.302747,12
0.715676,-0.500497,5
0.75979,-0.468516,5
0.85512,-0.377281,5
0.779735,-0.437293,5
0.760172,-0.467289,5
0.603667,-0.327457,5
0.659646,-0.357753,5
0.754355,-0.476601,5
0.703631,-0.469275,5
0.675349,-0.388392,5
0.897925,-0.285424,12
0.807971,-0.38761,5
0.478103,-0.307461,2
0.585877,-0.398171,5
0.20825,-0.117994,0
0.73577,-0.475945,5
0.712882,-0.48818,5
0.618567,-0.435878,5
0.68939,-0.535566,5
0.69877,-0.535239,5
0.657149,-0.552728,5
0.632676,-0.592675,5
0.577087,-0.549185,5
0.666747,-0.557911,5
0.665506,-0.523572,5
0.559284,-0.446286,5
0.601416,-0.418101,5
0.664051,-0.397887,5
0.519235,-0.340935,2
0.531171,-0.442523,2
0.443544,-0.325488,2
0.680691,-0.521515,5
0.528184,-0.412286,2
0.568782,-0.442954,5
0.47575,-0.333747,2
0.557026,-0.499172,5
0.618999,-0.440984,5
0.603636,-0.397698,5
0.650903,-0.366195,5
0.66919,-0.395235,5
0.706216,-0.508283,5
0.77135,-0.436875,5
0.880561,-0.307945,12
0.760743,-0.45029,5
0.656713,-0.423895,5
1.17999,-0.0148095,9
0.872417,-0.283394,12
0.865455,-0.236014,12
0.713478,-0.295675,5
0.928733,-0.251594,12
0.802918,-0.401103,5
0.65365,-0.515024,5
0.816632,-0.394814,5
0.848242,-0.35421,12
0.735353,-0.493409,5
0.576242,-0.55555,5
0.314156,-0.309837,2
0.552475,-0.538647,5
0.265804,-0.225714,0
0.682002,-0.54772,5
0.578331,-0.509247,5
0.481845,-0.456976,2
0.581182,-0.54593,5
0.47224,-0.425927,2
0.412617,-0.196217,2
0.572607,-0.398912,5
0.600863,-0.399589,5
0.577262,-0.419104,5
0.608751,-0.487279,5
0.226558,-0.0791878,0
0.388441,-0.207057,0
0.557514,-0.377544,2
0.522244,-0.331462,2
0.594966,-0.481104,5
0.453781,-0.30373,2
0.471056,-0.351033,2
0.464451,-0.349256,2
0.462519,-0.323812,2
0.472317,-0.318092,2
0.468764,-0.311361,2
0.468216,-0.349104,2
0.279381,-0.203805,0
0.255453,-0.123368,0
0.392984,-0.280341,2
0.540551,-0.434209,2
0.348858,-0.261828,2
0.483412,-0.35706,2
0.669986,-0.173619,4
0.524147,-0.266796,2
0.603926,-0.130396,4
0.674743,-0.0938174,4
0.438951,-0.376037,2
0.579485,-0.101856,4
0.677568,0.04086,11
0.529079,-0.0802405,7
0.510781,-0.340521,2
0.581576,-0.303343,2
0.456966,-0.369974,2
0.580377,-0.406458,5
0.48663,-0.301928,2
0.50122,-0.310785,2
0.609056,-0.342242,5
0.50445,-0.404434,2
0.440787,-0.382465,2
0.403328,-0.389722,2
0.494492,-0.472425,2
0.532072,-0.497765,5
0.326144,-0.0014535,1
0.4216,-0.250182,2
0.398883,-0.233136,2
0.409051,-0.186735,0
0.383413,-0.226454,2
0.560494,-0.161177,4
0.518015,-0.114895,4
0.507397,-0.104557,7
0.373464,-0.00775681,7
0.37661,0.0218433,7
0.471755,0.0180114,7
0.394054,0.253276,8
0.303428,0.282032,8
0.326344,0.147424,8
0.38639,0.183431,8
0.440796,0.194891,6
0.366715,0.0542495,7
0.393509,0.102644,7
0.157821,0.501393,8
0.153807,0.214299,8
0.199652,0.302816,8
0.458625,-0.264854,2
0.294982,-0.185983,0
0.250778,-0.186677,0
0.327127,-0.200331,0
0.359772,-0.221424,0
0.415175,-0.238681,2
0.302551,-0.208064,0
0.312395,-0.178852,0
0.194909,-0.0667657,1
0.306651,-0.17922,0
0.291036,-0.183071,0
0.292648,-0.163235,0
0.448261,-0.402207,2
0.460369,-0.391903,2
0.42013,-0.3198,2
0.440949,-0.300466,2
0.466977,-0.41504,2
0.437413,-0.374362,2
0.411305,-0.386728,2
0.286198,-0.238526,0
0.241688,-0.0706731,0
0.335924,-0.145719,0
0.269731,-0.0264003,1
0.692825,-0.536033,5
0.498208,-0.449786,2
0.421451,-0.348178,2
0.345843,-0.23076,0
0.462512,-0.356351,2
0.460585,-0.359951,2
0.342345,-0.240898,0
0.394158,-0.288012,2
0.41807,-0.322956,2
0.312863,-0.167664,0
0.383557,-0.148806,0
0.2503,-0.118968,0
0.176223,0.0162862,1
0.294229,-0.102227,0
0.185677,0.0501906,1
0.479528,-0.232532,2
0.434186,-0.190358,2
0.385755,-0.179382,0
0.153127,0.0385536,1
0.17167,0.0558652,1
0.340082,-0.123693,0
0.116559,0.0960917,1
0.206207,0.0597694,1
0.162434,0.0666939,1
0.17246,0.08934,1
0.146245,0.103553,1
0.242839,-0.103487,0
0.204345,-0.178998,0
0.312452,0.0599872,1
0.381339,-0.0425823,7
0.426772,-0.0854692,7
0.386971,-0.101172,0
0.306741,-0.0140844,1
0.443294,-0.0573142,7
0.252872,0.0501533,1
0.319157,-0.0141887,1
0.451495,-0.429512,2
0.531228,-0.470649,5
0.529442,-0.477282,5
0.265989,0.0284189,1
0.355309,0.150893,8
0.700051,0.317909,6
0.839793,0.171273,11
0.644892,0.160972,6
0.335866,0.11379,1
0.662146,0.274567,6
0.275282,-0.142178,0
0.473699,-0.305832,2
0.521793,-0.266854,2
0.430579,-0.276899,2
0.408395,-0.347198,2
0.500433,-0.268227,2
0.200111,-0.00956212,1
0.248238,-0.00794068,1
0.175991,0.0558538,1
0.281881,0.0509405,1
0.534543,-0.247762,2
0.305841,-0.0617655,0
0.568694,-0.237522,2
0.497946,-0.298304,2
0.448676,-0.26277,2
0.482088,-0.263953,2
0.368627,-0.125725,0
0.308569,-0.000667448,1
0.492062,-0.289287,2
0.480318,-0.308637,2
1.05502,0.144652,10
0.533193,-0.21061,2
0.77401,-0.0109802,11
0.999002,0.213231,10
0.533659,-0.189724,4
0.636618,-0.150332,4
0.800459,0.0212398,11
0.663756,-0.155242,4
0.657035,-0.179234,4
0.638671,-0.136778,4
0.381511,-0.145873,0
0.488643,-0.024859,7
0.543086,-0.20739,2
0.550334,-0.239428,2
0.565273,-0.177245,4
0.650701,0.0509566,11
0.628417,-0.0323849,4
0.74109,0.290119,6
0.648206,0.331789,6
0.544547,0.265059,6
0.524426,0.108733,7
0.740548,0.365656,3
0.453768,0.051249,7
0.46018,-0.0576567,7
0.465376,-0.0819024,7
0.367869,-0.0880153,0
0.593771,-0.214624,4
0.505887,-0.223876,2
0.520674,-0.0924285,7
0.572572,-0.221617,4
0.29789,-0.0119559,1
0.452363,-0.211128,2
0.590365,-0.226071,4
0.48859,-0.0830434,7
0.437951,-0.129221,0
0.469982,-0.26248,2
0.589687,-0.340691,2
0.607114,-0.37907,5
0.620042,-0.333167,5
0.554629,-0.327215,2
0.405249,-0.138232,0
0.426798,-0.186407,2
0.5457,-0.195744,4
0.543176,-0.227695,2
0.432502,-0.0686966,7
0.665688,-0.365425,5
0.435367,-0.174299,2
0.405468,-0.258494,2
0.381944,-0.174382,0
0.452343,-0.242824,2
0.275935,-0.0957387,0
0.415598,-0.279214,2
0.435015,-0.314991,2
0.476935,-0.439355,2
0.499791,-0.437234,2
0.537721,-0.418351,2
0.523717,-0.471331,2
0.516652,-0.431917,2
0.441666,-0.352411,2
0.493979,-0.439664,2
0.504834,-0.423652,2
0.457135,-0.398135,2
0.501974,-0.454603,2
0.522032,-0.490837,5
0.213661,-0.174729,0
0.231637,-0.0852006,0
0.405238,-0.333418,2
0.188163,-0.137593,0
0.268748,-0.245468,0
0.429939,-0.147101,0
0.443303,-0.411587,2
0.372507,-0.356975,2
0.459781,-0.394431,2
0.442598,-0.38133,2
0.424751,-0.385973,2
0.0875483,0.130052,1
0.122133,0.105595,1
0.200244,0.0194778,1
0.253213,-0.200144,0
0.218771,-0.156944,0
0.289902,-0.225896,0
0.302187,-0.291226,0
0.446848,-0.372216,2
0.443279,-0.399827,2
0.38052,-0.306396,2
0.528429,-0.462014,2
0.405427,-0.343298,2
0.382845,-0.340701,2
0.696461,-0.289523,5
0.552942,-0.513395,5
0.51627,-0.479726,2
0.427171,-0.181248,2
0.397515,-0.372517,2
0.344757,-0.255626,0
0.361221,-0.30607,2
0.416397,-0.359343,2
0.556275,0.258897,6
0.167462,0.288186,8
0.101889,0.247665,8
0.115341,0.264247,8
0.24039,0.262427,8
0.12628,0.123271,1
0.120339,0.247444,8
0.0984694,0.146988,1
0.30747,-0.0635529,0
0.232012,-0.0862154,0
0.387931,-0.21017,0
0.884787,0.216758,11
0.136164,0.0535357,1
0.421072,-0.0672346,7
0.376018,-0.13921,0
0.354587,-0.132045,0
0.158199,0.0796483,1
0.335505,-0.121491,0
0.447404,-0.236331,2
0.377724,-0.21478,0
0.243451,-0.0930215,0
0.465252,-0.210033,2
0.403507,-0.169122,0
0.325399,-0.128002,0
0.409216,-0.268319,2
0.481723,-0.288852,2
0.298467,-0.0283893,0
0.156917,0.0555784,1
0.427356,-0.231928,2
0.449315,-0.313544,2
0.0935613,0.207538,1
0.687753,-0.490866,5
0.383021,-0.215235,0
0.452651,-0.288508,2
0.474978,-0.278306,2
0.473519,-0.3147,2
0.461778,-0.298656,2
0.449156,-0.303225,2
0.55119,-0.299529,2
0.451515,-0.32209,2
0.385748,-0.190724,0
0.437931,-0.330732,2
0.442152,-0.327529,2
0.524331,-0.404068,2
0.454991,-0.345305,2
0.44989,-0.342591,2
0.466348,-0.349961,2
0.475395,-0.38064,2
0.467892,-0.330274,2
0.25143,-0.0313714,1
0.312782,-0.163605,0
0.407161,-0.202116,2
0.350969,-0.162511,0
0.25287,0.0143507,1
0.270443,-0.0062306,1
0.30715,0.0140692,1
0.236385,0.00567952,1
0.0681392,0.394503,8
0.154095,0.181128,1
0.227314,0.0339879,1
0.168386,0.0655383,1
0.0768593,0.276236,8
0.203815,-0.0678711,1
0.0723814,0.161789,1
0.100922,0.0492185,1
0.295245,-0.109506,0
0.223693,-0.0238911,1
0.214656,-0.0478922,1
0.484369,-0.262715,2
0.463405,-0.244129,2
0.431495,-0.118685,0
0.506081,-0.225083,2
0.510329,-0.267358,2
0.195041,-0.0456143,1
0.149883,0.125549,1
0.289297,-0.00550824,1
0.272591,-0.0147062,1
0.326877,-0.125837,0
0.237659,0.0273268,1
0.461274,-0.0887791,7
0.291205,-0.0601933,0
0.208549,0.00730062,1
0.438423,-0.00584542,7
0.52652,-0.01923,7
0.430277,-0.0245429,7
0.262115,0.128839,1
0.387043,-0.161889,0
0.301033,0.0319666,1
0.279505,0.120739,1
0.388468,-0.058757,0
0.30204,-0.042283,0
0.331905,-0.013271,0
0.355118,-0.066708,0
0.233478,0.0978923,1
0.348332,-0.0382229,0
0.358734,0.0478766,7
0.631765,0.176098,6
0.48033,0.0166288,7
0.491348,-0.166763,2
0.325431,0.0221496,1
0.652106,0.027554,11
0.499213,-0.1028,7
0.512891,-0.213048,2
0.410756,0.0131881,7
0.592012,0.317399,6
0.363681,0.0402072,7
0.404401,0.110879,7
0.328008,0.0690656,1
0.454347,-0.0785917,7
0.439974,-0.0731032,7
0.476063,-0.0397446,7
0.367536,-0.0241848,7
0.393382,-0.0442697,7
0.414895,0.0508278,7
0.348745,-0.0172482,0
0.450243,-0.101617,7
0.437404,-0.0647506,7
0.528986,-0.258383,2
0.407499,0.240781,8
0.361576,0.190951,8
0.407584,0.266839,8
0.434782,0.116631,7
0.380373,0.0701681,7
0.441046,0.268655,6
0.380996,0.163237,8
0.474818,-0.0167509,7
0.468444,0.164106,7
0.431528,0.117017,7
0.345023,0.129197,8
0.537931,0.167702,6
0.484404,0.210828,6
0.418015,-0.0708246,7
0.474618,0.0592244,7
0.726478,-0.169589,4
0.581805,-0.111756,4
0.444528,-0.0910736,7
0.467873,0.0258685,7
0.929146,0.174243,11
0.45385,0.133013,7
0.132737,0.119123,1
0.202557,0.0475463,1
0.499236,-0.243235,2
0.267457,0.0877507,1
0.178396,0.102171,1
0.269378,0.0221491,1
0.313128,-0.0156513,1
0.164224,0.177856,1
0.208958,0.0738303,1
